conversation_id_str,created_at,full_text,lang,username,relevance_label,sentiment_auto,sentiment_manual
1.25e+18,9/4/2020 8:32,dah pakai mask tetap tutup muka menunjukkan bukan malu sebab tapi perbuatan time buat fikir pulak hebat kuat,in,Serimurni14,relevan,neutral,negative
1.25e+18,9/4/2020 9:16,nak bela diri apa bodoh dah bunuh orang,in,WannRosli,relevan,neutral,negative
1.25e+18,9/4/2020 9:49,laaa mati penjenayah semua,in,Adib_Kun,relevan,neutral,negative
1.25e+18,9/4/2020 9:51,pergi mampus membunuh kira budak dewasa suka hati ambil nyawa orang,in,sayyidsafari,relevan,neutral,negative
1.25e+18,9/4/2020 11:06,nak bunuh orang kejap kan tapi dapat hukuman kemain lama sial,in,put3ri_lilin,relevan,neutral,negative
1.25e+18,9/4/2020 11:07,kalau betul la dah bertaubat mengaku jujur amp mintak ringankan hukumanumm,in,ztrosly,relevan,neutral,negative
1.25e+18,9/4/2020 16:10,lain takyah la beriya sangat sedangkan family arwah dah maafkan walaupon lupakan biar mahkamah buat keputusan tuhan bagi peluang taubat nasuha silap² semua dapat syurga pulak neraka ‍️,in,AfiqBushido,relevan,neutral,negative
1.25e+18,9/4/2020 16:50,punishment retribution,en,syeraaaa6,relevan,negative,neutral
1.25e+18,10/4/2020 4:57,apelah susah nak hukum iron badan one,in,Arezhami,relevan,neutral,negative
1.25e+18,10/4/2020 5:03,hari bukan melompat keluar court lompat pulak dah,in,SIrap_limao,relevan,neutral,negative
1.25e+18,12/4/2020 4:36,pakai smart bertali leher jeles cepat sikit nak korang kain kapan hutang nyawa dibayar,in,M_HafizBHashim,relevan,positive,negative
1.28e+18,11/7/2020 9:51,arwah zulfarhan osmans turn justice prevail st july accuse murder charge section penal code defend maybe court decides,en,nadfrhns,relevan,negative,neutral
1.3e+18,7/9/2020 13:48,story remind bully incident upnm saw cadet marine officer zulfarhan osman die tortured hot steam iron,en,imnormgoh,relevan,negative,negative
1.3e+18,7/9/2020 15:36,sicken reminds zulfarhan osman case,en,AzliyatunShima,relevan,negative,negative
1.34e+18,29/12/2020 7:39,forensic expert testifies case upnm student charge murder abet injure zulfarhan osman zulkarnain fmtnews highcourt,en,fmtoday,relevan,negative,neutral
1.34e+18,29/12/2020 9:25,naval cadet officer zulfarhan osman zulkarnain die bacterial infection chest major burn sequela malaysiagazette,en,MalaysiaGazette,relevan,negative,neutral
1.34e+18,29/12/2020 9:45,gantung sampai mati memang layak manusia perangai mengalahkan iblis tolak tepi soal family individu sendiri bangsat senang² cabut nyawa anak orang lain,in,Shahfarhan25,relevan,neutral,negative
1.34e+18,29/12/2020 10:00,allah kejamnyaaa,in,Anashima7,relevan,neutral,negative
1.34e+18,29/12/2020 10:43,justice arwah,en,nasaiesamosorn,relevan,positive,positive
1.34e+18,29/12/2020 10:51,anak kawan cikgu sekolah alfatihah dibaca,in,reenqlsy,relevan,neutral,negative
1.34e+18,29/12/2020 11:45,ambil iktibar setiap perbuat tindak tanduk berlebihlebihan semoga telah pergi bakal dihukum diberi ampun dosa allah,in,ilmaR_naifoS,relevan,positive,positive
1.34e+18,29/12/2020 12:30,forensic expert testify death naval cadet officer zulfarhan osman due bacterial infection chest major burn sequela upnm student allege scald steam iron extort confession laptop theft,en,NewsBFM,relevan,negative,neutral
1.34e+18,29/12/2020 13:35,tpp julia ibrahimhmmm siaplah okt,in,imrant007,relevan,neutral,neutral
1.34e+18,29/12/2020 14:35,bagi gantung,in,razifxx_,relevan,neutral,negative
1.34e+18,29/12/2020 17:14,alhamdulillah allahu akbar,in,FidoeDidoe,relevan,positive,positive
1.34e+18,29/12/2020 22:41,kes pal sayu pernah baca mengalir air mata medium hati binatang sungguh para pelajartertuduh,in,FWWBirch,relevan,neutral,negative
1.34e+18,30/12/2020 0:22,bengong orang kena seterika kali seorang muka dada punggung kemaluan kluarga arwah zulfarhan maaf kan bagi peluang hidup bertaubat qisas pal adil,in,MrcberryMohamed,relevan,negative,negative
1.34e+18,30/12/2020 0:32,moral story jangan ambil undangundang tangan sendiri ️,in,donnylily,relevan,positive,positive
1.34e+18,30/12/2020 0:57,maksudnya mangsa meninggal bukan dibunuh sorry kurang jelas perenggan kedua,in,dhiyaafie,relevan,negative,neutral
1.34e+18,30/12/2020 2:25,terbayangkan kesakitan beliau sebelum meninggalkan dunia,in,AemyMakhtar,relevan,negative,negative
1.34e+18,30/12/2020 3:49,mudah simpulkan bahawa kecederaan akibat perbuatan buli tersebut telah membawa maut kepada mangsa jelas menunjukkan si pelaku memang bersalah melakukan wallahu alam la haula wala quwwata illa billah mahkamah allah menunggu depan sana,in,kuhisyam,relevan,neutral,negative
1.34e+18,30/12/2020 8:42,semoga ada sinar kepada keluarga arwah zulfarhan,in,kakakezza,relevan,positive,positive
1.34e+18,30/12/2020 9:03,sir tahu apa beza pendakwa raya timbalan siapakah orang memegang jawatan tersebut agc semuanya adakah seorang peguam asalnya menjadi bela okt lain,in,hsceria_,relevan,neutral,neutral
1.34e+18,31/12/2020 6:58,apakah punca dibuli,in,ZulkifliJamalu3,relevan,neutral,neutral
1.35e+18,13/1/2021 3:31,never forget one zulfarhan osman murder case amp februari save date️,en,kamarul14,relevan,negative,negative
1.38e+18,30/3/2021 12:14,upnm student tell kuala lumpur high court today someone punch cadet marine officer zulfarhan osman zulkarnain victim room university jebat hostel building,en,bernamadotcom,relevan,negative,neutral
1.38e+18,8/4/2021 16:01,defence witness include upnm student charge murder injure abet murder zulfarhan osman zulkarnain fmtnews court,en,fmtoday,relevan,negative,neutral
1.42e+18,28/7/2021 8:41,court high set sept hear final submission case upnm student charge murder cadet marine officer zulfarhan osman zulkarnain,en,malaysiakini,relevan,negative,neutral
1.44e+18,2/10/2021 7:39,lawyer represent accuse murder navy cadet zulfarhan osman zulkarnain wrap case year charge section penal code carry mandatory death sentence upon conviction,en,AmerBON,relevan,negative,neutral
1.46e+18,1/11/2021 7:33,nstnation university pertahanan nasional malaysia upnm student stand trial death cadet officer zulfarhan osman zulkarnain four year ago learn fate tomorrow,en,NST_Online,relevan,negative,neutral
1.46e+18,1/11/2021 7:59,🇲🇾 nstnation university pertahanan nasional malaysia upnm student stand trial death cadet officer zulfarhan osman zulkarnain four year ago learn fate tomorrow mostshared,en,imminent_news,relevan,negative,neutral
1.46e+18,2/11/2021 2:32,may justice prevail muhammad zulfarhan osman,en,_fiqahyusof,relevan,positive,positive
1.46e+18,2/11/2021 3:27,kl high court find six upnm student guilty cause death marine cadet officer zulfarhan osman zulkarnain,en,bernamadotcom,relevan,negative,neutral
1.46e+18,2/11/2021 3:33,six student national defence university upnm today escape gallows murderrelated charge death navy cadet zulfarhan osman zulkarnain four year ago malaysia malaysiaprihatin menangbersama,en,daily_malaysian,relevan,negative,neutral
1.46e+18,2/11/2021 3:56,high court kl find six upnm student guilty culpable homicide case late zulfarhan osman zulkarnain section penal code injure navy cadet officer,en,malaysiakini,relevan,negative,neutral
1.46e+18,2/11/2021 3:58,universiti pertahanan nasional malaysia student find guilty homicide conspiracy cause hurt cadet officer zulfarhan osman zulkarnain,en,vincentdepaul12,relevan,negative,neutral
1.46e+18,2/11/2021 4:02,kuala lumpur high court find six upnm student guilty culpable homicide amount murder marine cadet officer zulfarhan osman section penal code escape gallows judge group intent,en,NewsBFM,relevan,negative,neutral
1.46e+18,2/11/2021 4:11,trial murder zulfarhan osman zulkarnian find guilty culpable homicide injure navy cadet officer,en,KittyPo80176717,relevan,negative,neutral
1.46e+18,2/11/2021 4:12,tukar kk kan membunuh tanpa niat,in,ARynaRchrds,relevan,positive,negative
1.46e+18,2/11/2021 4:45,untunglah pembunuh diberi peluang hidup panjang sampai bila depa aman sebab dihantui perasaan bunuh orang cayalah,in,FKairun,relevan,neutral,negative
1.46e+18,2/11/2021 4:49,selangor journal six upnm student find guilty culpable homicide death zulfarhan osman,en,Media_Selangor,relevan,negative,neutral
1.46e+18,2/11/2021 4:59,kuala lumpur high court say cause injury zulfarhan osman without intent kill mnow upnm homicide,en,MNowNews,relevan,negative,neutral
1.46e+18,2/11/2021 5:22,six upnm student find guilty culpable homicide death zulfarhan osman court,en,TMReserve,relevan,negative,neutral
1.46e+18,2/11/2021 6:37,high court sentence six student national defence university upnm year jail cause death navy cadet zulfarhan osman zulkarnain four ago malaysia malaysiaprihatin menangbersama,en,daily_malaysian,relevan,negative,neutral
1.46e+18,2/11/2021 6:46,six upnm student sentence year prison cause death marine cadet officer zulfarhan osman four ago kuala lumpur high court order men serve jail sentence date arrest,en,NewsBFM,relevan,negative,neutral
1.46e+18,2/11/2021 7:37,upnm student find guilty culpable homicide death zulfarhan osman,en,GeorgeGerald,relevan,negative,neutral
1.46e+18,2/11/2021 7:46,thought prayer go zulfarhan family time navy cadet osman finally see justice year later suspect guilty murder,en,JuiceMy,relevan,negative,positive
1.46e+18,2/11/2021 7:47,kuala lumpur high court today sentence six national defence university malaysia student year jail cause death marine cadet officer zulfarhan osman zulkarnain archivereports,en,KL_Reporter,relevan,negative,neutral
1.46e+18,2/11/2021 8:04,apa kes dohhh tatau nak tau gak,in,ranansyach,relevan,neutral,neutral
1.46e+18,2/11/2021 8:22,nyawa dibalas,in,SyazlanHifni2,relevan,neutral,negative
1.46e+18,2/11/2021 8:40,layak talus gantung ja nyawa dibayar la tahun dok dekat penjara mna cukup,in,iman__210,relevan,neutral,negative
1.46e+18,2/11/2021 9:00,ndum student find guilty culpable homicide abetment amp assault marine cadet zulfarhan osman malaysiagazette mgnews justicezulfarhan saynotobully,en,MalaysiaGazette,relevan,negative,neutral
1.46e+18,2/11/2021 9:12,tetapi elok jugak penjara bila habis tempoh hukuman keluar rasa diterima masyarakat seksa,in,cumie94,relevan,neutral,negative
1.46e+18,2/11/2021 9:19,lepas dorang masuk penjara nanti duk sajasaja kene sebat sorry tanya,in,btriesysy,relevan,negative,neutral
1.46e+18,2/11/2021 9:29,cukup benci buli dijadikan perkara normal budakbudak asrama mengarut ja la kalau orang kata nak suruh junior belajar hormat ada jati diri kuat kepala hotak korang pengetua cikgu penyelia tolong tunggu anak mati baru bertindak,in,LadyD25747613,relevan,neutral,negative
1.46e+18,2/11/2021 10:10,muka mak bapak sekali tiada nak tengok takut tersilap mertua naya perempuan dekat malaysia dah la satu family ade adab pergi mintak maaf parent mangsa,in,desgfaa_,relevan,neutral,negative
1.46e+18,2/11/2021 10:45,mukamuka kena tibai banduanbanduan sel setakat tahun penjara laa setimpal apa dah buat nyawa dibalas,in,ashipipo,relevan,neutral,negative
1.46e+18,2/11/2021 10:51,wah semua muka pecah rumah yesilap la korang amik hukum gantung xtau nnti kene kecam ngn netizen hidup merana nntisila meninggalye selaku nitizen make sure diganngu macam neraka,in,thefragile9,relevan,positive,negative
1.46e+18,2/11/2021 10:56,budak sekarang rag sampai mati dulu lbh kepada mdidik nak tnjk langsi pn ddk asrama gak,in,Rizal7984,relevan,positive,negative
1.46e+18,2/11/2021 11:45,buat kerja buli sampai menyebabkan kematian kalau pelaku rasa bersalah tau nak kata apasatu hari nanti anak diperlakukan terima aje balasan allah,in,isbn1963,relevan,neutral,negative
1.46e+18,2/11/2021 11:48,year yearold zulfarhan osmans death allege assailant receive sentence,en,The_FullFrontal,relevan,negative,neutral
1.46e+18,2/11/2021 12:47,babi betul lepastu mak bapak minta maaf dekat keluarga mangsa patut la anak macam perangai,in,ysmnezahari,relevan,neutral,negative
1.46e+18,2/11/2021 12:57,nama akmal memang kaki buli sejak sekolah menengah dekat star ipoh junior suka kena tangkap sebab padan muka orang teruk dulu,in,RumpedTrogon,relevan,neutral,negative
1.46e+18,2/11/2021 13:49,syukurlah beri peluang hidup tetapi la menyesal seumur hidupmereka hilang kehidupan selama thn sia thncb tk buat hal bukan ada kerjaya keluarga anaksesal kemudian gunamoga permudahkan semuanya,in,kiranaSufi1,relevan,neutral,positive
1.46e+18,2/11/2021 14:17,doa kalau keputusan mahkamah ada unsur bawah meja sebab kebanyakan parent suspek bukan orang biasa moga allah tarik ketenangan keberkatan hidup keluarganya keturunannyatermasuklah hakim makan suapmaaf lh komen kesat sikit,in,syamsul_nazri,relevan,negative,negative
1.46e+18,2/11/2021 15:25,zulfarhans mother hawa osman say become paranoid allow child pursue study far home still traumatise happen eldest son trauma membenarkan anakanak lain memasuki badan beruniform,en,NewsBFM,relevan,negative,neutral
1.46e+18,2/11/2021 15:40,salah satu sebab memang nekad nak lawyer oneday nanti dapat rasa macam mana sakitnya arwah tahan diseksa dngn binatang sedihnya keluarga menitis air mata kadang bila pikir keadaan mehla doakan berjaya,in,NurAqeelah11,relevan,negative,negative
1.46e+18,2/11/2021 16:58,terkena iron sipi menggelupur sakit macam mana tahan allahu sian,in,omoomeyyyy,relevan,negative,negative
1.46e+18,2/11/2021 22:49,hai laa anak kenapa sanggup mencoteng arang muka ibu bapa kamu bersusah payah membesarkan hilang kewarasan keats sedara seislam seakidah semoga peristiwa menjadi iktibar buat kite semuabertobatlaa tuhan,in,faizaliza7778,relevan,positive,negative
1.46e+18,2/11/2021 22:49,dah tau cedera macam kau bagi tahun kenapa kurang tambah la sebatan adoii kalau da cakap ada niat membunuh abis die hentam arwah apa bergurau senda,in,xiraazira,relevan,negative,negative
1.46e+18,2/11/2021 22:58,mana pegi para warden bertugas mengawasi pelajar asrama,in,harubiruboi,relevan,neutral,negative
1.46e+18,2/11/2021 23:15,hukum dunia tetap jalankanakhirat allah menentukanjangan bagi peluang kezalimanhukuman berat biar sebagai peringatan semua makluk,in,TambiMeera,relevan,neutral,negative
1.46e+18,2/11/2021 23:54,sebuah laptopharapnya keadilan meredakan trauma keluarga mangsa,in,Pitz_Jr,relevan,negative,negative
1.46e+18,3/11/2021 0:02,lepasni siapa malas kerja kapak anak orang tengah jalan lepastu claim tiada niat tahun makan freegymkelas fardhu selesai masalah cat steven,in,admiralalade3n,relevan,neutral,negative
1.46e+18,3/11/2021 0:11,bukan niat membunuh,in,apizglaxo88,relevan,neutral,negative
1.46e+18,3/11/2021 0:14,patut hukumannya lebih berat orang macam kene sedar perbuatan pembuli xpatut hidup,in,dilahdora,relevan,neutral,negative
1.46e+18,3/11/2021 0:21,hakim peguam handle kes memang bodoh dah kena bayar mak bapak penjenayah ambik kau makin jutaan rakyat malaysia,in,Fhxx96,relevan,neutral,negative
1.46e+18,3/11/2021 0:29,terkedu dengar kesan luka lecur dekat arwah alat sulit kena allahuakbar ayah ibu mengemukakan rayuan hukuman lebih berat setimpal apa pelaku buat moga dapat keadilan baik bapa arwahaamminn,in,Azmezan1,relevan,neutral,negative
1.46e+18,3/11/2021 0:34,alfatihah dibaca tajwid,in,MuhdSuk11794604,relevan,neutral,neutral
1.46e+18,3/11/2021 0:42,siapa kah doktor klinik swasta bertanggung jawab,in,rahmatrashid,relevan,neutral,neutral
1.46e+18,3/11/2021 0:42,kes bunuh zulfarhan hanya tahun melibatkan nyawa bagaimana perasaan keluarga arwah adakah ianya setimpal dapatkan mengembalikan apa menyebabkan keputusan mahkamah sedemikian,in,TMarzuqy,relevan,neutral,negative
1.46e+18,3/11/2021 0:42,alfatihah moga pelaku yh membuli arwah mendapat balasan setimpal dri allah swt,in,LHannanu,relevan,neutral,negative
1.46e+18,3/11/2021 0:45,ndum student find guilty culpable homicide abetment amp assault marine cadet zulfarhan osman malaysiagazette mgnews justicezulfarhan saynotobully,en,MalaysiaGazette,relevan,negative,neutral
1.46e+18,3/11/2021 0:56,semoga arwah tenang ditempatkan dikalangan org berimanal fatihah,in,mumyakim,relevan,positive,positive
1.46e+18,3/11/2021 1:07,budakbudak asrama payah berlagak senior laaa nak buli juniordekat luar kau,in,aPaialvEs19,relevan,neutral,negative
1.46e+18,3/11/2021 1:07,layak menjadi pegawai tentera seharusnya hukuman diketengahkan niat membunuh gugurkan jurulatih tiada peluang pekerjaan diberikan kepada takut berulang tempat lain,in,adzlanjazlan,relevan,neutral,negative
1.46e+18,3/11/2021 1:08,hukuman penjara kenapa diadakan sebat si malaunmalaun biar rasa sakit sikit rileks merasa apaapa setan semua,in,nuraindiyanah,relevan,negative,negative
1.46e+18,3/11/2021 1:10,ada niat kepala banalaaa meh try dekat badan si pelaku nak tengok apa rasa ehhh babi sangat handle kes buyer mmpos,in,miaothman1,relevan,negative,negative
1.46e+18,3/11/2021 1:32,siapa curi laptop sebenarnya memang betul hilang jumpa sampai wujud serius tolong,in,onceadarn,relevan,neutral,neutral
1.46e+18,3/11/2021 1:47,ada tekapantapi tertuduh mengaku tekap sekali wth kalau orang buat least tiap seorang kali kot,in,kudoshinichiiii,relevan,neutral,negative
1.46e+18,3/11/2021 2:12,kejam betul kalian semua,in,mohdalnahudjuri,relevan,neutral,negative
1.46e+18,3/11/2021 2:25,moga arwah tenang sana tuntut segalaaaaaa nya,in,SaifulMikail,relevan,neutral,positive
1.46e+18,3/11/2021 2:25,kalau dah kalitak kan buat tanpa niat,in,Mangocacaca,relevan,neutral,negative
1.46e+18,3/11/2021 2:36,mana pegawai² tertinggi tentera upnm ingat pangkat dah cukup tinggi lepas tangan tubuh la suruhanjaya siasatan kenapa hari tiada pihak atasan tahu tentang arwah siksa,in,en7_mi,relevan,neutral,negative
1.46e+18,3/11/2021 2:49,melecur tapi tiada niat membunuh okt semua bodoh sangat bengap,in,melahlahhh,relevan,neutral,negative
1.46e+18,3/11/2021 2:51,manusia perangai teruk binatang,in,fiedagirl81,relevan,neutral,negative
1.46e+18,3/11/2021 3:06,setuju pendapat yb,in,zuhairy7402,relevan,neutral,neutral
1.46e+18,3/11/2021 3:06,tolongla wardenwarden jaga pembunuhpembunuh bagi ajar sikit cell seterika dekat muka setiap hari simbah air panas,in,ArianaHana12,relevan,negative,negative
1.46e+18,3/11/2021 3:17,diwaktu sama jangan terlepas pandang kisah sedih arwah adib hingga kini keadilan dicari belum diketemui semestinya mak lampir menunaikan janji palsunya,in,brothetman,relevan,negative,negative
1.46e+18,3/11/2021 3:26,diwaktu sama jangan terlepas pandang kisah sedih menimpa arwah adib sehingga kini keadilan dicari belum diketemui semestinya mak lampir menunaikan janji palsunya editanrakyatperhatin,in,brothetman,relevan,negative,negative
1.46e+18,3/11/2021 3:31,overkill cuma tahun nak tau hakim buat keputusan berdasarkan alasan apa sebab suspek ada inisiatif rawat mangsa selepas bertindak kejam,in,nazirulideham,relevan,neutral,negative
1.46e+18,3/11/2021 3:31,st kes bukan bawah pengaruh alkohol dikira bunuh tanpa niat,in,mus__twt,relevan,neutral,negative
1.46e+18,3/11/2021 3:32,tahun denda cukup hukuman d mohon diberikan lebih setimpal perbuatan membunuh mrka,in,miaothman1,relevan,neutral,negative
1.46e+18,3/11/2021 3:58,tenterabunuh dn bunuhbunuh musuh bukan kawan sendiri,in,RichardMalek11,relevan,neutral,negative
1.46e+18,3/11/2021 4:04,hukuman patut tambahh tekap seterika pulak aishhh gerammm betull la,in,NSMZ93,relevan,negative,negative
1.46e+18,3/11/2021 4:50,tiada niat bunuh,in,DNick8002,relevan,neutral,negative
1.46e+18,3/11/2021 5:05,sedih kesian kepada arwah serta keluarga pelaku harapan masa depan hancur bagi diri amp kebodohan ego apakah masyarakat malaysia kini insaf mengambil ikhtibar sepenuhnya insiden bukan kali seterika panas,in,arhaj1,relevan,positive,negative
1.46e+18,3/11/2021 5:40,masalahnya kalau tekup sekali la nak kata mencederakan sampai geram betul takkan terfikir consequence lepas kau iron orang sihat walafiat pemikiran cap ayam mangkuk semua,in,Zulyanaayahya,relevan,neutral,negative
1.46e+18,3/11/2021 5:43,fcking laptop bomoh allegedly say zulfarhan stole get awayhe start,en,baganmariiii,relevan,neutral,negative
1.46e+18,3/11/2021 5:47,kifarah ttp adawait seeuntuk hakim doakan jugak mendapat balasan setimpal atas ketidakadilan kes niallah swt pernah tidur,in,Norisma1906,relevan,neutral,negative
1.46e+18,3/11/2021 5:58,kesemua budakbudak binatang manusia mana pergi otak nama student universiti memalukanduduklah kau dilokap tahunpadankan mukaelok diganyangkan tekap balik iron badan masingmasing,in,zieabdullah69,relevan,negative,negative
1.46e+18,3/11/2021 6:36,nak pesan kalau masuk penjara pastikan jenayah besar berbaloi macam bunuh vip rompak bank setakat kesalahan lie sebab perempuan kau pukul sampai mati orang kena tuduh baloi ada rantaian makanan duduk bawah naya,in,Sauffie84,relevan,negative,negative
1.46e+18,3/11/2021 6:38,tahlah betul orang ckp hakimpeguam selangkah neraka salah bela tanggung dekat akhirat al fatihah arwah,in,munirahissah_,relevan,neutral,negative
1.46e+18,3/11/2021 6:46,selangor journal upnm maf tell let incident befall zulfarhan osman happen,en,Media_Selangor,relevan,neutral,neutral
1.46e+18,3/11/2021 6:47,semoga arwah dicucuri rahmat,in,fakruddinkdo,relevan,positive,positive
1.46e+18,3/11/2021 6:50,upnm atm tell let incident befall zulfarhan osman happen,en,TMReserve,relevan,neutral,neutral
1.46e+18,3/11/2021 6:59,budakbudak penjara jatuh sabun atas lantai harihari,in,adzuwanab,relevan,neutral,negative
1.46e+18,3/11/2021 7:03,apa tindakan warden pihak pengurusan upnm dato sri,in,BRosmainy,relevan,neutral,neutral
1.46e+18,3/11/2021 7:07,verdict naval cadet zulfarhan osmans case hisham warn upnm armed force never let heinous act recur,en,ZyiteGadgets,relevan,positive,neutral
1.46e+18,3/11/2021 7:11,verdict naval cadet zulfarhan osmans case hisham warn upnm armed force never let heinous act recur,en,staronline,relevan,positive,neutral
1.46e+18,3/11/2021 7:31,walaupun terlepas atas dunia tapi ingat hidup kau aman bahagia siksa arwah seterika suatu hari nanti bila penjenayah semua ada anak kalau dibuli mesti kai kena balik,in,thepurpleroomz,relevan,negative,negative
1.46e+18,3/11/2021 7:45,ingat gais muka² penjenayah patut ban dunia luarsekali sekala ikut cara korea selatan sana ada jugak kebaikannya,in,jimmydareyou,relevan,neutral,negative
1.46e+18,3/11/2021 7:49,ag chamber appeal court ruling zulfarhan osman case,en,ZyiteGadgets,relevan,neutral,neutral
1.46e+18,3/11/2021 7:51,ag chamber appeal court ruling zulfarhan osman case,en,staronline,relevan,neutral,neutral
1.46e+18,3/11/2021 8:01,hanya allah sahaja tahu sebab apa buli sedemikian rupamencuri komputer riba alasan ataupun rekaan menyelamatkan pembunuh,in,3629Khir,relevan,neutral,negative
1.46e+18,3/11/2021 8:09,pernah terkena hujung seterika masa form asrama tetap bergelembung air sakit tau allahmoga arwah tenang disana,in,AmalinaAziz16,relevan,negative,negative
1.46e+18,3/11/2021 8:25,attorney general chamber appeal court ruling convict upnm student culpable homicide case zulfarhan osman yes file say ag idrus harun ask whether agc restore section,en,NewsBFM,relevan,positive,neutral
1.46e+18,3/11/2021 8:33,tiada katakata nak titipkan ibu bapa arwah melainkan doa moga sentiasa yakin bahawa allah maha adil kuatkan semangat bersama penyayang,in,ParisAr42442891,relevan,negative,positive
1.46e+18,3/11/2021 8:50,menyirap babi ingat balik muka pembunuh,in,danialuqmnn,relevan,neutral,negative
1.46e+18,3/11/2021 9:00,banyak sangat nak hakim dulu suruh belajar pandaipandai taknak ‍️,in,4jim__,relevan,neutral,negative
1.46e+18,3/11/2021 9:17,kes arwah zulfarhan osman memang heartbreaking forget footage show murderer smile walk swag konon depan reporter sakit hati betul kalau family member saw video dang revenge sweet,en,HanaVenus,relevan,negative,negative
1.46e+18,3/11/2021 10:06,setakat gantung tugas bukan penyelesaian jangka panjangsolusinya apa kes buli dera pelatih berterusan,in,CkelAtos,relevan,neutral,negative
1.46e+18,3/11/2021 10:53,im sorry murderer lekap balik kali seterika panas dekat badan masingmasing lepas cakap mak bapak dorang maaf bukan niat membunuh sengaja ‍️ haaaa macam buat tengok apa rasa,in,halydiahhalem,relevan,negative,negative
1.46e+18,3/11/2021 11:02,selamat laa budakbudak sial menjalani kehidupan penjara sabun jatuh jangan kutiplobos la sekoqkluar nanti tau nak kejer apaada majikan ambil pekerja bekas banduan dihukum membunuh tanpa niatpengalaman kerja adapelajaran setakat tkt,in,ezudean,relevan,neutral,negative
1.46e+18,3/11/2021 11:12,elakkan budaya buli sekolah asrama kejadian menyebabkan kematian pernah belaku ditempat lie berasrama pihak pengurusan kolej ambil berat tentang perkara supaya berulang,in,ZainudinHashim8,relevan,neutral,neutral
1.46e+18,3/11/2021 11:27,cause death marine cadet officer zulfarhan osman zulkarnain although prosecution prove harmed six accuse fail prove intention murder,en,lawreviewUM,relevan,negative,neutral
1.46e+18,3/11/2021 11:28,khabar angin mengatakan antara orang pesalah utama salah seorang bapanya pegawai tinggi tentera perkhidmatan,in,SirDin4,relevan,neutral,neutral
1.46e+18,3/11/2021 11:28,ada niat sekali tekap mungkin percayani sampai apa barai bodo siapa percaya,in,ainsallehhhh,relevan,neutral,negative
1.46e+18,3/11/2021 11:34,imagine suffer dy also bunch youngster become cruel fellow student upnm,en,terrabits,relevan,negative,negative
1.46e+18,3/11/2021 12:42,bomohnya mana bomoh bodoh punca sial babi bwk jin setan ckp anak orang mencuri,in,_baeluna,relevan,neutral,negative
1.46e+18,3/11/2021 13:05,d apa tindakan terhadap warden jurulatih mengambil awal menyelamatkan mangsa kecuaian jenayah,in,faizalriduan,relevan,neutral,negative
1.46e+18,3/11/2021 14:30,attorney general chamber appeal high court rule convict six student upnm culpable homicide amount murder case zulfarhan osman zulkarnain,en,staronline,relevan,positive,neutral
1.46e+18,3/11/2021 14:30,abg petai cuma berapa faham kenapa jurulatihinstructorwarden seorang perasan langsungmemang cekap bebudak buat kerja sampai jurulatih perasanupnm kot semoga roh arwah ditempatkan bersama para syuhadaaaminn rabb,in,KLHostile,relevan,positive,negative
1.46e+18,3/11/2021 14:41,hukuman tahun berbaloi,in,yrmallork,relevan,neutral,negative
1.46e+18,3/11/2021 14:42,agaknya kali tekapan kot baru ada niat membunuh,in,a7ahari,relevan,neutral,negative
1.46e+18,3/11/2021 19:40,captain amp warden masa tolong pecat dah senarai hitam kan nama daripada kerja bawah pertahanan negara kerajaan,in,sundalela23,relevan,neutral,negative
1.46e+18,3/11/2021 22:56,sembang la kau cuba tekap dekat badan ada rasa niat tanpa,in,MLajifYaya,relevan,neutral,negative
1.46e+18,4/11/2021 1:13,gerammm,lt,Ziziyan8,relevan,neutral,negative
1.46e+18,4/11/2021 1:38,rag memang banyak cara tapi takdelah sampai bantai lecur badan seterika,in,faizalyahya,relevan,negative,negative
1.46e+18,4/11/2021 1:54,biasalah undangundang malaysia kalau nak bunuh orang pasni jangan terus tikam kang talus gantung dera seksa perlahan lahan sampai meninggal nanti terlepas la hukuman sebab membunuh tanpa niat ‍,in,dust_tralala,relevan,neutral,negative
1.46e+18,4/11/2021 2:27,hakim peguam kawankawan family would like see treatment get afterlife,en,AminGibson96,relevan,positive,negative
1.46e+18,4/11/2021 2:27,bukan setakat mak ayah arwah kesemua suspect mesti kecewa sedih bila anak macam habis rosak nama keluarga,in,amirqx73,relevan,negative,negative
1.46e+18,4/11/2021 3:44,suppose hukuman mati dikenakan penjara seumur hidup people belajar ingat arwah baju nak diseterika kemak pak budakbudak kena hukum sekali jangan terima rayuan,in,PasurieG,relevan,negative,negative
1.46e+18,4/11/2021 3:53,zalim,tr,RofiebinAmak,relevan,neutral,negative
1.46e+18,4/11/2021 7:06,allah sorry family decease really mess intention kill die someone pay seriously state affair,en,rmerican,relevan,negative,negative
1.46e+18,4/11/2021 7:11,sapa kahwin pembunuhpembunuh arwah zulfarhan memang sah akal dekat buku lali,in,licrazyrichasia,relevan,neutral,negative
1.46e+18,4/11/2021 8:47,alhamdulillah moga tenang bonda bapa arwah disana bila keadaan dpandang seriusrakyat lebih,in,ChePutih7,relevan,positive,positive
1.46e+18,4/11/2021 8:48,kalau tahun terima jugak gantung matini cuma kes berlalu tinggal patut pengajaran mengenai buli kepada masyarakat hukuman berat dikenakan tapi jatuhkan hukum macam mabuk ketum,in,HafizFerdaus,relevan,positive,negative
